"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
inj_loc_adamaoua_banyo,ctr_page_2,,dropdown,"In which health area of the Banyo health district (Adamaoua Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Banyo (région de santé - Adamaoua) le traumatisme est il survenu?","1, Allat | 2, Boumdo | 3, Djem | 4, Fada | 5, Hore Taram | 6, Mayo Darle CMA | 7, Mayo Darle CSPC | 8, Mayo Djinga | 9, Mayo Kelele | 10, Mbamti Katarko | 11, Ndiwawa | 12, Ribao | 13, Sambo Labo | 14, Taram Yabam | 15, Tiket | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""1"" and [injurydistrict_adamaoua] = ""2""",,,,,," @HIDDEN"
inj_loc_adamaoua_djohong,ctr_page_2,,dropdown,"In which health area of the Djohong health district (Adamaoua Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Djohong (région de santé - Adamaoua) le traumatisme est il survenu?","1, Batoua-godolé | 2, Beka | 3, Belel | 4, Djohong | 5, Kombo - Laka | 6, Ngam | 7, Ngaoui | 8, Yamba | 9, Yarmbang | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""1"" and [injurydistrict_adamaoua] = ""3""",,,,,," @HIDDEN"
inj_loc_adamaoua_meiganga,ctr_page_2,,dropdown,"In which health area of the Meiganga health district (Adamaoua Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Meiganga (région de santé - Adamaoua) le traumatisme est il survenu?","1, Babongo | 2, Badjer | 3, Batoua-godolé | 4, Beka | 5, Bindiba | 6, Boula | 7, Dir CMA | 8, Gandinang | 9, Gunbela | 10, Kaka | 11, Kalaldi | 12, Lokoti | 13, Mbarang | 14, Meidougou | 15, Meiganga privé | 16, Meiganga public | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""1"" and [injurydistrict_adamaoua] = ""4""",,,,,," @HIDDEN"
inj_loc_adamaoua_ngaoundal,ctr_page_2,,dropdown,"In which health area of the Ngaoundal health district (Adamaoua Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Ngaoundal (région de santé - Adamaoua) le traumatisme est il survenu?","1, Bagodo | 2, Beka Gotto | 3, Danfili | 4, Ngaoundal CMA | 5, Ngaoundal Catholique | 6, Pangar | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""1"" and [injurydistrict_adamaoua] = ""5""",,,,,," @HIDDEN"
inj_loc_adamaoua_nga_rural,ctr_page_2,,dropdown,"In which health area of the Ngaoundéré Rural health district (Adamaoua Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Ngaoundéré Rural (région de santé - Adamaoua) le traumatisme est il survenu?","1, Beka-Hossere | 2, Belel | 3, Dang | 4, Dibi | 5, Likok | 6, Martap | 7, Mbang-Mboum | 8, Mbé | 9, Ngam | 10, Ngan-ha | 11, Nyambaka | 12, Sassa-Mbersi | 13, Tourningal | 14, Wack | 15, Wassande | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""1"" and [injurydistrict_adamaoua] = ""6""",,,,,," @HIDDEN"
inj_loc_adamaoua_nga_urban,ctr_page_2,,dropdown,"In which health area of the Ngaoundéré Urbain health district (Adamaoua Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Ngaoundéré Urbain (région de santé - Adamaoua) le traumatisme est il survenu?","1, Bamyanga | 2, Boumdjere | 3, Ndelbe | 4, Sabongari | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""1"" and [injurydistrict_adamaoua] = ""7""",,,,,," @HIDDEN"
inj_loc_adamaoua_tibati,ctr_page_2,,dropdown,"In which health area of the Tibati health district (Adamaoua Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Tibati (région de santé - Adamaoua) le traumatisme est il survenu?","1, Allat Mengack | 2, Djombi | 3, Mbakaou | 4, Meidjamba | 5, Minim | 6, Ngaoubela | 7, Tibati CMA | 8, Tibati CSI | 9, Tongo | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""1"" and [injurydistrict_adamaoua] = ""8""",,,,,," @HIDDEN"
inj_loc_adamaoua_tignere,ctr_page_2,,dropdown,"In which health area of the Tignère health district (Adamaoua Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Tignère (région de santé - Adamaoua) le traumatisme est il survenu?","1, Alme | 2, Dodéo | 3, Doualayel | 4, Gadjiwan | 5, Galim Tignère | 6, Garbaya Yelwa | 7, Kontcha | 8, Libong | 9, Mayo Baléo | 10, Tchabal Mbabo | 11, Tignère | 12, Wogomdou | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""1"" and [injurydistrict_adamaoua] = ""9""",,,,,," @HIDDEN"
injurydistrict_centre,ctr_page_2,,dropdown,"In which health district (Centre Region) did the injury occur? 

Dans quel district de santé (Région du Centre) le traumatisme est il survenu?","1, Akonolinga | 2, Awae | 3, Ayos | 4, Bafia | 5, Biyem Assi | 6, Cite Verte | 7, Djoungolo | 8, Ebebda | 9, Efoulan | 10, Elig Mfomo | 11, Eseka | 12, Esse | 13, Evodoula | 14, Mbalmayo | 15, Mbandjock | 16, Mbankomo | 17, Mfou | 18, Monatele | 19, Nanga Eboko | 20, Ndikinimeki | 21, Ngog Mapubi | 22, Ngoumou | 23, Nkolbisson | 24, Nkolndongo | 25, Ntui | 26, Obala | 27, Okola | 28, Sa'a | 29, Soa | 30, Yoko | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2""",,,,,," @HIDDEN"
inj_loc_centre_akonolinga,ctr_page_2,,dropdown,"In which health area of the Akonolinga health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Akonolinga (région de santé - Centre) le traumatisme est il survenu?","1, Abem | 2, Akak | 3, Akonolinga urbain | 4, Djoudjoua | 5, Edjom | 6, Ekoudou | 7, Emvane - So | 8, Endom | 9, Mengang | 10, Mengueme-si | 11, Yeme-yeme | 12, Zalom | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""1""",,,,,," @HIDDEN"
inj_loc_centre_awae,ctr_page_2,,dropdown,"In which health area of the Awae health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Awae (région de santé - Centre) le traumatisme est il survenu?","1, Elat minkom | 2, Mimbang | 3, Ngat | 4, Nkolessong | 5, Olanguina | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""2""",,,,,," @HIDDEN"
inj_loc_centre_ayos,ctr_page_2,,dropdown,"In which health area of the Ayos health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Ayos (région de santé - Centre) le traumatisme est il survenu?","1, Ayos urbain | 2, Efoufoup | 3, Kobdombo | 4, Mang | 5, Mbaka | 6, Mboke | 7, Nganga | 8, Nkoambang | 9, Nyamvoudou | 10, Salla | 11, Yenassa | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""3""",,,,,," @HIDDEN"
inj_loc_centre_bafia_2,ctr_page_2,,dropdown,"In which health area of the Bafia health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Bafia (région de santé - Centre) le traumatisme est il survenu?","1, Assala | 2, Bafia 1 | 3, Bafia 2 | 4, Bafia rural | 5, Balamba | 6, Baliama | 7, Bayomen | 8, Bokito | 9, Bongo | 10, Deuk | 11, Donenkeng | 12, Gbwah | 13, Goufan | 14, Kiki | 15, Mouko | 16, Ombessa | 17, Roum | 18, Tsekane | 20, Yangben | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""4""",,,,,," @HIDDEN"
inj_loc_centre_biyemassi,ctr_page_2,,dropdown,"In which health area of the Biyem Assi health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Biyem Assi (région de santé - Centre) le traumatisme est il survenu?","1, Akok-ndoe | 2, Biscuiterie | 3, Biyem Assi 1 | 4, Biyem Assi 2 | 5, Etoug Ebe | 6, Melen elig-effa | 7, Mendong | 8, Mvog betsi | 9, Nkolbikok 1 | 10, Nkolbikok 2 | 11, Simbock | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""5""",,,,,," @HIDDEN"
inj_loc_centre_citeverte,ctr_page_2,,dropdown,"In which health area of the Cite Verte health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Cite Verte (région de santé - Centre) le traumatisme est il survenu?","1, Briqueterie | 2, Carriere | 3, Cite verte | 4, Ekoudou | 5, Messa | 6, Mokolo | 7, Nkomkana | 8, Tsinga | 9, Tsinga oliga | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""6""",,,,,," @HIDDEN"
inj_loc_centre_djoungolo,ctr_page_2,,dropdown,"In which health area of the Djoungolo health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Djoungolo (région de santé - Centre) le traumatisme est il survenu?","1, Elig essono | 2, Emana | 3, Essos | 4, Etoa - Meki | 5, Mballa 2 | 6, Mballa 5 | 7, Mvog ada | 8, Nfandena | 9, Nkolmesseng | 10, Nkolondom | 11, Nlongkak | 12, Tsinga village | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""7""",,,,,," @HIDDEN"
inj_loc_centre_ebebda,ctr_page_2,,dropdown,"In which health area of the Ebebda health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Ebebda (région de santé - Centre) le traumatisme est il survenu?","1, Djounyat | 2, Leka | 3, Ngoksa | 4, Nkolelouga | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""8""",,,,,," @HIDDEN"
inj_loc_centre_efoulan,ctr_page_2,,dropdown,"In which health area of the Efoulan health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Efoulan (région de santé - Centre) le traumatisme est il survenu?","1, Afanoyoa | 2, Ahala | 3, Efoulan | 4, Ngoa ekelle | 5, Nsimeyong | 6, Obili | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""9""",,,,,," @HIDDEN"
inj_loc_centre_eligmfomo,ctr_page_2,,dropdown,"In which health area of the Elig Mfomo health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Elig Mfomo (région de santé - Centre) le traumatisme est il survenu?","1, Elig Mfomo | 2, Kokodo | 3, Nkengue | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""10""",,,,,," @HIDDEN"
inj_loc_centre_eseka,ctr_page_2,,dropdown,"In which health area of the Eseka health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Eseka (région de santé - Centre) le traumatisme est il survenu?","1, Bidjocka | 2, Bondjock | 3, Eseka | 4, Ilanga | 5, Likongue | 6, Makak | 7, Messondo | 8, Mom | 9, Song bayang | 10, Song badjeck | 11, Songbong | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""11""",,,,,," @HIDDEN"
inj_loc_centre_esse,ctr_page_2,,dropdown,"In which health area of the Esse health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Esse (région de santé - Centre) le traumatisme est il survenu?","1, Afanloum | 2, Edzendouan | 3, Esse ville | 4, Mvengessaboutou | 5, Ngondimbele | 6, Ngoungoumdu | 7, Ongandi | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""12""",,,,,," @HIDDEN"
inj_loc_centre_evodoula,ctr_page_2,,dropdown,"In which health area of the Evodoula health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Evodoula (région de santé - Centre) le traumatisme est il survenu?","1, Evodoula | 2, Kalngaha | 3, Nkolassa | 4, Nloudou | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""13""",,,,,," @HIDDEN"
inj_loc_centre_mbalmayo,ctr_page_2,,dropdown,"In which health area of the Mbalmayo health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Mbalmayo (région de santé - Centre) le traumatisme est il survenu?","1, Akoeman | 2, Angonfeme | 3, Assie | 4, Ekoumeyek | 5, Mbalmayo 1 | 6, Mbalmayo 2 | 7, Mbyo ngallan | 8, Mengueme | 9, Metet | 10, Minlaba | 11, Ngomedzap | 12, Nkolmeyang | 13, Nkolnyama | 14, Nkolya | 15, Olama | 16, Onanambessa | 17, Ossoessam | 18, Sep | 19, Zoatoupsi | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""14""",,,,,," @HIDDEN"
inj_loc_centre_mbandjock,ctr_page_2,,dropdown,"In which health area of the Mbandjock health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Mbandjock (région de santé - Centre) le traumatisme est il survenu?","1, Edoumdane | 2, Lembe yezoum | 3, Mbandjock | 4, Mebolo | 5, Mvebekon | 6, Ndjore | 7, Ndoumba | 8, Nkoteng 1 | 9, Nkoteng 2 | 10, Nyassi | 11, Zoa | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""15""",,,,,," @HIDDEN"
inj_loc_centre_mbankomo,ctr_page_2,,dropdown,"In which health area of the Mbankomo health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Mbankomo (région de santé - Centre) le traumatisme est il survenu?","1, Binguela | 2, Ebeba | 3, Mbankomo | 4, Mefomo | 5, Ntouessong | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""16""",,,,,," @HIDDEN"
inj_loc_centre_mfou,ctr_page_2,,dropdown,"In which health area of the Mfou health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Mfou (région de santé - Centre) le traumatisme est il survenu?","1, Atega | 2, Dzeng | 3, Essazok | 4, Komassi | 5, Meven | 6, Mfou | 7, Ndangueng | 8, Nkilzok | 9, Nkoabang | 10, Nkongoa | 11, Nsimalen | 12, Omvan | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""17""",,,,,," @HIDDEN"
inj_loc_centre_monatele,ctr_page_2,,dropdown,"In which health area of the Monatele health district (Centre Region) did the injury occur? 

Dans quelle aire de santé du district sanitaire Monatele (région de santé - Centre) le traumatisme est il survenu?","1, Eyenmeyong | 2, Monatele | 3, Mvomekak | 4, Ngomo | 5, Nkog bong | 6, Nkolkosse | 7, Nlong bon 1 | 8, Tala | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""2"" and [injurydistrict_centre] = ""18""",,,,,," @HIDDEN"
